reviewer_rating,review_date,reviewer_category,reviewer_sentiment,cleaned_text_review,review_year,review_month
4.0,2016-07-10,Business,1,oh animals beautiful sad homes destroyed might lucky see turn feed time around  orangutans turn food bring fan usually oh hot humid new baby orangutan enclosure good however cant guaranteed little guys visit wild lucky enough see couple walking track dont interfere little guys still wild animals,2016,7
5.0,2016-07-10,Solo,1,visited day wanting see orangutans natural habitat disappointed baby orangutan outside gym disappoint managed see  put little show us visitors viewing inside ac room believe needed humidity high outsidefeeding time platform ranger managed coax one male surrounding area small show skills playing staff fantastic able answer questions gave great insight project even adopted orangutan wanted help saving wonderful animalshighly recommend visit well worth flight sabah sepilok early start make am feedingfantastic work done,2016,7
4.0,2016-07-09,Friends,1,great sanctuary well run restrictions much time spend day environment lovely natural cant guarantee see orang utan lucky certainly find outdoor nursery protected glass watch video go scene set great ice lime drink cafe,2016,7
4.0,2016-07-08,Couples,1,well extremely sweaty humidbug ridden mosquito bitten pit viper lantern bug giant centipede infested little excursionand wouldnt missed world staying rasa ria resort kota kinabalu get flight back hassle really long transfers airport pre arranged long day though prepared take plenty mosquito repellent pretty relentless orangutans essentially wild cant predict going hang around could lucky see  orlike us see  thats ok saw babies nursery area also completely uncaged unrestricted playful really quite naughty winding annoying keeper desperately trying get good habit staying forrest floor good sit around floor apparently orangutans fantastic life felt like animal centre feel opinion big point yes orangutans awesome cant go sepilok without seeing please go see sunbears well unsung heroes visit lending support wont hurt like break bank expensive catch feeding time see really close really cute always direct questions let know,2016,7
5.0,2016-07-05,Family,1,flew early yesterday morning sandakan kota kinabalu took short taxi ride sanctuary got inside walked outside nursery along raised walkways looking wildlife reached buildings sat  minutes watching young orangs learning play got feeding platform around minutes feeding time clear day pretty hot sweaty hey borneo saw one orangutan make way feeding platform tuck food followed cheeky macaques stole food everyone left feeding platform viewing area hung around bit saw another smaller orang come eat swing around great walk around orangutan made way walkway walked along side us good  minutes close enough touch touching allowed good reason simply breathtaking animals come go please without boundaries great know able photograph watch awe close encounter sanctuary closes am til pm pm went back watch rewarded another close encounter walkways lucky enough see photograph two pit vipers also giant hornbill cool critters im aware sometimes orangutans may seen would disappointing still worth taking chance supporting worthwhile cause volunteers sepilok amazing job help endangered animals helped release numerous orangutans,2016,7
5.0,2016-07-04,Couples,1,really enjoyed able see number orangutans natural habitat staff hand well informed sanctuary well maintainedfor entry cash nearly caught us unlike sun bear sanctuary road accept cards,2016,7
5.0,2016-07-03,Solo,1,spent whole day sepilok orangutan sanctuary incredible watching rehabilitate orangutans come platforms feeding wonderful outdoor nursery entertaining could watched baby orangutans hours great place great things orangutans,2016,7
5.0,2016-07-03,Couples,1,organised tours one kkare expensiveeach saved fortuneflights cheap flew malaysian airlines air asia cheaper kk accomodation arranged annawr collect us airport  myr went sepilok first thing entry myr  myr camera fee am feed really busy tours ticket allows ypu go back pm feedthis much quiter much orangs turned half hour feeding saw  rather  morni ng bedt bit walkinh back nursery two orangs walked past ustop tip dont tale insevt repellant inside spray going leabe bags free lockets may taken monkey orang,2016,7
4.0,2016-07-02,Family,1,orangutan sanctuary one key attractions sepilok want ensure morning afternoon feeding time opportunity see wildlife sanctuary well set fencing keep animals providing food supplements orangutans brought area ready fend visit opportunity see one adult sanctuary nursery got greatest show  baby orangutans bring cares ability watch man made enclosure,2016,7
4.0,2016-07-02,Couples,1,arrived sandakan airport early took taxi directly sepilok plan try arrange taxi come back visit wait time centre allow bags brought grounds provide lockers free large small lockers youre one day trip luggage wont problem store little walk around scheduled feeding time orangutans seen around mins waiting saw first orangutan come wild left patiently waited others decided move got see another come baby orangutans sweet behind glass zoo feeling stayed closed nursery managed see curious babies outside came around building take look us upon leaving centre one orangutan decided sit roof one buildings closest encounter day good work great visit definitely within day get back airport make sure arranged taxi get back,2016,7
5.0,2016-07-01,Couples,1,visit disappointof course go orangutans definitely worth travel also many things including trailsmy advice would go afternoon feedings place completely different afternoon much peaceful feeling almost deserted feeling feeding team heaving big tourist groups orangutans afternoon comparing morning one surrounding area watched half hour beforehand mother baby treesalso take walking boots trail afternoon feeding session beautiful rainforest walk lovely tall bird spotting stations cafe next also reasonable terms price food dont even think tourist group spend  hours maximum true benefit fly early stay sepilok road sanctuaryworth visit would definitely go worth proboscis monkey sanctuary next day well,2016,7
5.0,2016-07-01,Couples,1,visited day disapointed family  australia june think saw leaving morning feeding visting need come am morning feeding also come  pm afternoon feeding different mothers babies came afternoonyou need  hour platform feeding timeat   amazing ssiting hearing swinging trees approaching keen eye find themi feel sorry family missed amazing experience advice go experienced guide,2016,7
4.0,2016-07-01,Couples,1,saw  orang utans feeding time plenty fruits jungle dont bother boring bananas good thing orang utans good touristswe stayed feeding troupe monkeys came left fruit good watchthere always orang utans activity centrethe food cafeteria good cheaper hotel also shop souvenirs,2016,7
5.0,2016-06-29,Couples,1,really wanted see orangutans wild benefit orangutans wild also benefit nursery orangutans transitioning back wild rehabilitation get close worlds incredible creatures knowing work done best interests animals mindwe went am pm feeding sessions incredible saw animals pm session im told guarantees session betterthis simply must sandakan region amazing supports heath wellbeing orangutansit doesnt get much better,2016,6
3.0,2016-06-29,Couples,0,greater expectations place know rehabilitation centre thus much human imprint put orangutans little places see split attendance times means may miss walkways opportunities see orangs jungle canopy however regret going work important,2016,6
5.0,2016-06-27,Friends,1,best time sepilok stayed locally didnt get guide orangutan centre im really sure need one unless want one  ringgit get nothing translate pounds gives day tricket see feedings first babys  adults   closed afternoon  feeding centre wooden walk ways orangutans come right amazing,2016,6
5.0,2016-06-27,Couples,1,rehabilitation center fine job educating public extraordinary orangutan providing much needed rehabilitation endangered species see many play areas possibly feeding platform,2016,6
3.0,2016-06-25,Family,0,family trip malaysia planned around part oranguatan experience tour booked flight centre prior leavingthe day arrived visit disappointment tour sanctuary couple hours got see couple oranguatans glass window understand sanctuary set conservation rehabilitation money spent visit definitely worth family five additional  trip tour could spent helping less fortunate malaysia,2016,6
5.0,2016-06-24,Solo,1,top list sepilok fantastic dayif youre staying sepilok take advantage whole day arrive around  am drop bag locker none allowed head costs youre foreigner three times much rm also pay rm camera ticket lasts daywhen get suggest walk way first youll go past feeding area activity centre young orangutans super look training equipment learning survive cutethe morning feed busy tours arrive theres good  people saw two orangutans morning nice get better morning feed went trail make sure lots water buy cafeteria spray insect repellant total return length around k went second station came back probably dont need much good trail decent shoes little wet hot humid brilliant walk rainforest trees huge theres signs birds see although didnt see dont need especially fit trail steps quite large wouldnt good small children carrying babies worth start trail closes pm allow get back centre closes pmon way back incredibly lucky see orangutan close literally dropped tree started pulling scarf stole water bottle glad young one strong nothing scared say touch hard kept grabbing us wonderful  minutes interaction memorable experiencethe afternoon feed better morning  people watching saw four orangutans host cheeky macaques everything could steal food entertaining watch orangutans none kept swiping feed lasts  minutesthe small gift shop nice theres number nice gifts buy cafeteria seemed fine quite large food drink cigarettes amongst things saleif possible would one day rather coming tour stayed st forest edge resort lovely  min walk away sun bear sanctuary opposite orangutan sanctuary,2016,6
5.0,2016-06-23,Friends,1,good see beautiful animals living wild natural habitat well organized sanctuary offer free lockers put bags hours open am pm feeding times am pm price rm nonmalaysians ticket good day feedings rm camera charge phone cameras charge take city bus sandakan sepilok rm drops junction walk sanctuary catch cab km  min walk shuttle back sandakan sanctuary rm per person great way spend day time feedings cross street visit sun bears get lunch cafeteria sanctuary,2016,6
5.0,2016-06-22,Friends,1,orangutan rehabilitation centre worth visit flew day kota kinabulu visit well worth see free looked rewarding little ones got good sit watch taught climb react otherswe also visited sun bears next door also well worth visitingso well done congradulations involvedlove seeing wild animals environment,2016,6
4.0,2016-06-21,Couples,1,nice see animals wild youre lucky get see close bye ways see nursery,2016,6
2.0,2016-06-21,Not Specify,-1,visited sanctuary rehab centre trip sandakan rainforest really wasnt worth visit im honest felt orang utans putting show like watching zoo complete let opinion couldnt wait leave wouldnt return,2016,6
5.0,2016-06-21,Couples,1,got taxi hotel straight park instead tour companythis cost rmwe heard tour companies rush get next place didnt want happenwe watched am feeding one orangutan joined  smaller monkeyswe went outdoor nursery watched mother cradling tiny baby feed along other smaller orangutansthis really amazing get watch feed natural environmentdefinitely worth visit make cheaptravel yourselfyou also walk sun bear centre waiting second feeding pmdont eat cafewe got beef burger definitely beef,2016,6
5.0,2016-06-20,Friends,1,visited morning feeding time animals fed area good access photography great watch take back awesome photos think probably saw   different animals arent feeding time seeing iffy organization seems good job rehabilitating animals worthwhile place support also,2016,6
4.0,2016-06-19,Couples,1,purpose sanctuary rehabilitate orangutans self sufficient successful fewer come feeding combine plenty fruit jungle time year explains  feeding went cute family monkeys came entertaining though,2016,6
4.0,2016-06-19,Couples,1,booked exotic borneo tour guide poor name akil rushed start finish end refused leave park pm dropped airport return kota kinabalu wast pm keeping mind afternoon feeding pm  mins later wants us leave anyway sanctuary must see still enjoyed despite learning anything educational guide spent lot time asleep good day seen probably  orangutans happy also isnt fair example exotic borneo travels booked  trips great guides one hope dont get akil,2016,6
4.0,2016-06-16,Couples,1,meet orangutan one purpose visit sabah great time us one orangutan approached close observation deck got impression bit accustomed human anyhow good memory borneo visit,2016,6
4.0,2016-06-15,Couples,1,wanted come long time really pleased obvious reasonshowever left feeling dismayed lack information lack conviction reason orangutans dire situationwe drove hours palm oil plantations nowhere centre seem mention let alone hold responsible palm oil companies caused thiswe went feedings alot time kill tried watch video told wait  next viewing even though noone around bizarre give people information find causes solutions wildlife vs human consumption outrageous big shame stopped educating big shame nowhere words oil plantations utteredalso ironic cafe sells lots nestle products prime opportunity educate people making responsible decisions failed offering us kit kats etc renowned using unsustainable palm oil probably plantationsbig fail theres valuable opportunity course seeing orangutans priceless,2016,6
5.0,2016-06-15,Couples,1,spent day visiting centre includes sun bear rehab centre extra charge mr   people centre well organised information centre video room informing centre set entrance fee mr   people includes mr use camera feed orangutans twice day am pm think guarantee see orangs close however one jungle trails personal experience spent probably hour watching orangutans swinging really close quite magical experience enclosed nursery observe young orangutans overall great day,2016,6
5.0,2016-06-13,Friends,1,amazing placefeeding time morning little busypeoplepushing talking trying get better viewwe morning afternoon visits ticket valid daywe also trail km saw one except cheeky orangutansthey great work go support,2016,6
5.0,2016-06-13,Couples,1,must see animal lovers ambassadors part worldwe lucky enough see orangutans feeding stationwe lucky see baby orangutans nurserythe forest incredibly hot good facilities centre restaurant clean toilets ample parkinghowever believe restrictions opening times feeding times check visitingthe natural forest huge contrast starkness palm oil plantations,2016,6
5.0,2016-06-13,Solo,1,seeing endangered orangutans whole reason went borneo let unfortunately went heavily visited day lot noise visitors unfortunately noise scares orangutan away end getting see playing around training center trying teach young orangutan climb live trees since come sanctuary pets never learned proper orangutan survive wildi also able see older orangutan making nest wild testing make sure strong enough hold nap hired guide take totally worth spotted many things ended seeing also connections sanctuary allowed move around outside crowds people clear loved man forest much visitorsi assume people go sandakan probably already planning go say totally worth trip amazing experience never forget,2016,6
4.0,2016-06-12,Couples,1,celebrating th birthdays chinese year monkey decided visit borneo sabah malaysia see different types monkeys rainforest included orangutans outdoor nursery fun see one brought ranger feeding platform good work done worth supporting,2016,6
4.0,2016-06-12,Couples,1,celebrating th birthdays chinese year monkey decided visit borneo sabah malaysia see different types monkeys rainforest include orangutan sanctuary one brought feeding platform ranger none arrived course varies day day indeed free come go see outdoor nursery playing ropes centre great job rehabilitating young animals interesting video talk nice opportunity adopt help good work continue,2016,6
5.0,2016-06-11,Couples,1,culmination childhood dream visit orangutan rehabilitation centre see wild orangsi pleased made incredibly lengthy journey sothe work centre clearly invaluable survival special men jungleit withing close contact wonderful apes really realise much alike arewe opted stay sepilok nature lodge  nights could visit centre numerous timeswe pleased enabled us visit big groups left made much nicer relaxed experience much better viewing orangswe highly recommend visit excellent centre give financial aid carryout valuable work,2016,6
5.0,2016-06-11,Couples,1,sepilok permanent fixture sabah tourists itinerary absolutely perfect clearly sit tell amazing orang utans probably already know important thing note sepilok animals treated dignity love respect deserve kings queens bornean forests theyre attraction theyre forced perform fact theyre forced anything come go please enough make sepilok perfect staff brilliant friendly informative prices reasonable truly fantastic place,2016,6
4.0,2016-06-10,Couples,1,sanctuary vital survival orang utans job well one female reluctantly brought hand feeding platform tourists present see obviously wasnt really interested bananas offer upset us know sanctuary working rescued animals dont rely feeding times instead looked birds saw beautiful yellow green pit viper coiled tree near walkway local families children noisy platform one child even wore shoes squeaked every time put foot putting let alone wildlife outdoor nursery delight could sit air conditioned comfort watch younger orang utans frolicking outside interaction cheeky macaque monkeys fun watch well worth visit learn work done volunteers rehabilitate magnificent creatures,2016,6
4.0,2016-06-09,Couples,1,spent couple hours tour borneo glad stopped even briefly guide knowledgeable enthusiastic loved seeing orangutans outdoor nursery well witnessing feeding time graceful powerful animals fascinating see close way adopted one young orangutans beryl wanted provide extra support gorgeous creatures highly recommend visit dont expect spend day,2016,6
5.0,2016-06-08,Couples,1,awesome orangutans much room roam phils beard attracted young female batted eyelashes blew kiss moved on,2016,6
5.0,2016-06-08,Family,1,two places visit want see orang utan one orang utan sanctuary visitors recommendly visit lunch time suitable time see visit another minutes never see,2016,6
3.0,2016-06-08,Couples,0,chances seeing orang utans bit hit miss affair second visit one things strikes crowd therere many people feeding time theyre hard keep quiet one orang utan time looked like hed rather elsewhere bananas however walkways around sanctuary may able spot guys gals high trees make sure bring binoculars rent site another alternative go nursery also feeding time sit benches air conditioned room behind large windows watch little ones swing along ropes dining platform bit grub brought volunteers half dozen although didnt come time interesting observe different personalities lovable creatures closely related us,2016,6
5.0,2016-06-07,Couples,1,treat emotional place animal lovers  mins came face face  orangutans sauntering wooden walkway walked right past us didnt seem bothered presence guide told us lots place came nursery area behind glass feels like zoo still lovely watch messing feeding platforms great spotted  different orangutans two visits remarkable creatures pleasure see almost wild habitat,2016,6
5.0,2016-06-06,Not Specify,1,came admire amazing primates wasnt disappointed place actually real jungle true visitors abounds cant really blame crowds since interesting unique attractioni decided sleep guesthouse near sanctuary best decision live quietness tropical forest prepares beauty junglebe quiet visit dont rush camera even miss good shot okay important thing watching experience eyes screen smartphone camera,2016,6
4.0,2016-06-06,Couples,1,everyone loves orang utanand better get opportunity view exciting thrilling many waysbut time tinged sadness survival beautiful animals become dependent sanctuaries waythese animals become domesticated many waysbut way modern world come enjoy appreciate amazing animals environment made safe viewing raised boardwalk makes easy disabled elderly get excellent viewing well close enough get top photographswhich cost extra ringits pleasurebring sun hat get hot,2016,6
5.0,2016-06-06,Couples,1,chance get close amazing creatures simply missed course wild animals yes sometimes dont appear cue expected seeing playing swinging canopy around breathtakingthe work guys saving orphan orangutans amazing needs spread far wide make visit wont disappointed,2016,6
4.0,2016-06-06,Couples,1,wife visited end may enjoyable time took feeding baby play area explored walking trail overall great experience worth time entry fee great work nice see orangutans natural setting,2016,6
4.0,2016-06-05,Solo,1,visit sepilok orang utan reh centre really must centre well maintained staff friendly helpfuli recommend overnight time enjoy area visit orangutan centre course sun bear conservation centre sandakan rainforest discovery centre labuk bay proboscis monkey sanctuary wellthis zoo see orangutans guaranteed however almost sure see youre lucky eveen see orangutan next going somewhere  sure better full day visit orangutans centre twice morning afternoon feeding,2016,6
5.0,2016-06-05,Couples,1,probably one famous sanctuaries world good reason staff fantastic job rehabilitating orangutansit disappointing public prevented visiting nursery proper understandable though apparently centre plans allow access point next couple years would perhaps possible meet young babies near future,2016,6
5.0,2016-06-05,Couples,1,wife visited sepilok one day lucky enough see several orang utans actually followed one female feeding area coming within feet creating stunning experience guide knowledgeable helpful facilities centre good overall stunning stay beautiful creatures would highly recommend visit anyone holidaying borneo,2016,6
3.0,2016-06-04,Friends,0,unfortunately visit coincided first day school holidays lot visitors crowd noisy result two orangatan game make appearance try schedule days give best chance os seeing group last year much better plentiful interactions semmengoh near kuching,2016,6
5.0,2016-06-04,Couples,1,feeding ok  orangutans showed morning  afternoon already semenggoh nothing new us outdoor nursery really fun watching  year old orangutans playing around even saw couple mums babies however highlight definitely trails minutes could see  orangutans around us one got close could touched obviously didnt educational talk also worth seeing,2016,6
4.0,2016-06-04,Not Specify,1,centre well organized seems like really care keep animals good conditions trekking path wan na visited go early since afternoon close,2016,6
4.0,2016-06-03,Friends,1,sanctuary important work helping borneo orangutans survive visit help understand threats orangutans also orphaned orangutans reeducated able return native habitat zoo guarantee seeing animals theres pretty good chance turn feeding platform feeding time,2016,6
5.0,2016-06-03,Couples,1,watch scary short tailed macaques sanctuarythey quiet nasty aggressive,2016,6
5.0,2016-06-02,Friends,1,sapilok sandakan really great place visit suitable kidsfamily school studing trip friend one main attraction touristhere u also watch train baby urang utan really intrestingit always advisable visit place feeding time rangers send food plateforms u could see coming advisabel come st feeding time day ive went times seems like nd feeding time day come grab food sometimes non themadviseable bring much things watching u u always keep locker provideadvisable make noice watching call orangutan come near u watching eating plateform come near u confirm rangers around orangutans name call namesnear centre also honey bear birds center u spend time place staythey also offer night walks watch flying squaral joined  hour loved,2016,6
5.0,2016-06-02,Solo,1,great visit awesome place see orangutan dont miss feelings get early able get good view,2016,6
4.0,2016-06-02,Couples,1,great place see wild orangutans two feeding times day may may see orangutans rehabilitated orangutans come back centre fences apes lucky enough see number throughout site including baby clinging mother feeding times busy tourists best encounters walkways outdoor nursery feeding point keep eyes peeled may come across one right front wait tourists leave feelings may also get private encounters trails going jungle slow going take water centre feeding times would unwise venture far jungle walked km flip flops bird watch tower km back long trousers proper boots shoes would better venture think able go centre pickup bags water trails feeding section closed around am pm arrive free lockers must put bags sun cream bug sort water etc taken centre feeding cafe outside go cheap lunch cold drinks also ice cream air conditioned photo infant encountered walkway near nursery photo photo view camera cards yet,2016,6
4.0,2016-06-01,Couples,1,excited visit lucky see numerous orangutan suggest one takes time walk slowly aroundquietly may lucky enough one come jungle meander along path downside pwak others visitors please observe signs keep quiet alot clattered around noisily constantly talked stop quiet appreciate,2016,6
5.0,2016-06-01,Friends,1,sepilok orangutan rehabilitation centre great place anyone interested wildlife orangutans borneo used live wild forests forests sadly given way palm oil plantations way see orangutans natural state possible visit wildlife sanctuaries would expect majority people would delighted antics fascinating creatures naughty smart entertaining,2016,6
5.0,2016-06-01,Friends,1,really great place lucky seen many orangutans probably dont need spend long feeding time popular preferred see trees nursery fun cute worth visit sure,2016,6
4.0,2016-05-26,Couples,1,staying side borneo sabah werent going miss seeing orang utans sepilok orang utan rehab center caught early morning flight kota kinabalu sandakan taxi airport centre costs rm  plenty time am opening centre well maintained employeesrangers regular intervals along wooden board walks help enquirers point orang utans amongst trees babies fun watch viewing platforms glassed guarantees youll see orang utans feeding platforms indeed saw  werent particularly sociable day backs turned really dont blame since many people indeed several bus loads saw several orang utans swinging amongst trees wonderful really best photo take eyes stored memory wouldnt missed seeing wonderful creatures come thus far,2016,5
4.0,2016-05-25,Couples,1,good see people bit save orang utan get see lot young ones nursery hear stories also feeding time adults blast monkeys trying pinch food orangutangs chasing away great photos good feeling,2016,5
5.0,2016-05-23,Family,1,great know program repatriating orangutans wilds borneo orangs free go longer need humans tourists visit area support idea wildlife important palm oil,2016,5
5.0,2016-05-23,Friends,1,amazing facility rescue orphaned abandoned baby orangutans saw many variety ages distance within foot got know work loved,2016,5
5.0,2016-05-23,Solo,1,great way see orangutans hit miss wild recommend going morning feeding entry covers afternoon feeding well loads trails sanctuary jungle really enjoyed find running away orangutans feeding time take quite interest humans,2016,5
5.0,2016-05-22,Couples,1,go early get best feeding time well run sanctuary wanted stay watch orangutans hours good memories,2016,5
3.0,2016-05-22,Couples,0,nature reserve lucky nature decides orangutan called feeding station many turn animals bucket list see animals wild setting worth visit however day visit extremes female holding peoples hand kissing one man male bitten security guard recently chasing guests around one guest shirt intent harm worryingly short shouting staff little way planso great always nature bad want visit,2016,5
4.0,2016-05-22,Family,1,rehabilitation center worth visiting see beautiful animals close help understand work undertaken save beautiful intelligent animals extinction busy visited hot,2016,5
5.0,2016-05-22,Couples,1,opinion always depends expectations met  exceeded orang utan sanctuary requires whole day read something residents first understand behaviour seen smaller larger residents kindergarten really sweet behind glass living wild impressive expect many people visiting hours everybody wants see feeding time little ones playing take binoculars see better useful feeding platform gods sake behave quietly least people would like hear sounds jungle noise sunday market,2016,5
5.0,2016-05-22,Couples,1,already seen orang utans wild wanted show support excellent center one place sure tourist dollars well spent visited twice morning afternoon feedings saw orang utans occasions enclosure young apes adorable wild apes sociable youngsters still learning skills go wild obviously love hanging wonderful see try newly learned skills always successfully fun see plummets ropes mistimed leaps bringing earth doesnt put howeverthe main feeding platform different deal place released semi wild apes get easy feed small apes move big apes turn playfulness youngsters long gone saw two mothers babes wonderfulone male delighted showing gymnastic skills doubt stand good stead gathering fruit awkward spots lets forget excellent work staff clearly love jobsand evidently good long may place continue help great apesdont forget visit sun bear center next door need love money,2016,5
3.0,2016-05-20,Solo,0,orang utan centre ok great expecting nice learn work centre see orang utans number one priority sometimes find places put desires tourists first orang utans,2016,5
4.0,2016-05-19,Business,1,great experience watching orang utans feeding time fortunate one walking along walk way right next well maintained worth visit,2016,5
3.0,2016-05-18,Family,0,actually visited rehabilitation centre family long ago beautiful experience place crowded want take picture get pay camera fee rm,2016,5
5.0,2016-05-17,Friends,1,sanctuary run exceptionally well wonderful job rehabilitating orphaned misplaced orangutans due palm oil industry lucky see way feeding platforms well came snack amazing see wonderful animals also opportunity adopt orphan year longer reasonable cost around  brainer,2016,5
5.0,2016-05-17,Friends,1,arrived flying kota kinabalu hotel resort staying closed orangutan rehabilitation centre return flight cost  asia airlines takes around  minutes also booked driver day fixed price got rehabilitation centre half hour kill opened  lockers various sizes store items allowed take bottled water repellents etc etc case grabbed either orangutangs macaques small fee payable using cameras sort someone even charged smart phone people put small cameras pockets wasnt charged fee something like  camera goes towards rehabilitation orangutangs worth paying tour starts entrance camera tickets checked led along wooden walkway nursery feeding station inside building large glass windows animals outside free come go please guaranteed see food put called sit wait must good ten fifteen minutes seen first young orangutan saw small macaque come steal food time getting feeding time station am five minute walk away decided leave nursery feeding station walking along walkway back main feeding area young orangutang walking along handrail without care world stood back let past within metre standing main feeding station two viewing platforms observe feeding orangutans small one left main one front guaranteed see managed see two orangutans feeding station also nature walks reserve anything  metres km started walk see local birds even managed see pigmy elephant trainer km climbing tree roots steep climbs places water humid jungle decided turn back overall great get close see orangutans sun bear centre located right next door,2016,5
5.0,2016-05-17,Couples,1,nice pleasant staff great surroundings easy get worthwhile experience must love animals thank dedication keep sanctuary clean well organized,2016,5
5.0,2016-05-16,Couples,1,amazing trip dont book tour diy flew kk sandakan amtaxi sepilok myrentry sepilok myr   camera taxi comes back agreed time myrflight back pm enough time feeding station ok nursery brilliant see playing outside rehab centre best thing walk trails could literally foot face face encounter lucky us orangutan worth every minute trip tours required bit independence,2016,5
5.0,2016-05-15,Couples,1,spent whole day wewent morning feeding headed trek back time afternoon feed really lovely place well worth visit,2016,5
5.0,2016-05-15,Couples,1,anyone travels sandakan sepikot must best time met one volunteers gave us much information guys deserve much credit incredible day seeing natural environment reassuring would recommend anyone,2016,5
5.0,2016-05-14,Couples,1,located approx  hour drive sandakan one attraction missed option staying several rain forest  star resorts nearby enjoyed experience reabilitation centre orang utans raised hear free roam massive reserve visited feeding sessions morning am afternoon entry fee plus  ringet charge per camera remember whilst sanctuary orang utan roam free lucky see lot afternoon morning feeding session offers spoke seen ,2016,5
5.0,2016-05-13,Couples,1,visited location april st  many expectations knowing nature fickle also item bucket list hadwe arrived morning feed time initially well exceeded expectations appeared jungle could also hear moving tree treethese guys peel bananas like us eat fruit skin dispose skin hands like us wipe mouths young ones watch older ones learn try break open coconuts llke banging hard object one needs watch see behavioural moments one see us way lasted hour camera stop clickingthis first session lasted hourthe afternoon session started nursery younger ones viewed behind glass wall infected human germs even staff wear overalls boots masksthis amazing experience  tress playing around one sitting fence enjoying us  younger ones naughty feed session  appeared morning acted quite differently un beknown us expanded downloaded photo young body breast feeding whilst normal things foodthis truly amazing experience maybe fortunate nature orangutans appearedalso caf great overcharge food drinks like many places around world,2016,5
3.0,2016-05-12,Couples,0,super excited visit orangutans caught two flights get say pretty disappointed sepilok orangutan sanctuary amazing job supposed saving training orphaned orangutans place visit special touristorganutan ratio seemed  fascinating watch peoples monkeylike behaviour cameraphones poor organgutans trying eat,2016,5
5.0,2016-05-12,Not Specify,1,staying sandakan took am number  bus second bus station keep walking past main station cross road next small market bus gets sanctuary first feedingwatching orangutans arrive feeding station amazing young ones like cartwheels along wires generally playful keep look shaking wires signify organutan coming first feeding would head indoor viewing area see smaller orangutans feed play outdoor equipment youve taken head jungle walk bare mind good chance see orangutans close walk one path went animals curious love steal cameras try remember critically rare animals also trying rehabilitated wild show much respect possible park amazing gives orangutans opportunity come back fed twice day terms come back remain jungle head sun bear sanctuary check animals rare orangutans dont get much attention public support watch final feeding session pm catch last bus back sandakan pm,2016,5
5.0,2016-05-12,Couples,1,incredible exciting experience came borneo reasonto see amazing animals guide mentioned tour operator viewings guaranteed group went days ago saw none need appreciate zoo nature reserve  sq km rainforest show want demand anyone wold safari understand thatwe lucky enough also get access nursery young ones momentfollowing saw  feeding time along walk ways end bang one hanging near entrance comfortable us quite close supervision park rangers attached pics cam encounter got back hotel,2016,5
5.0,2016-05-11,Couples,1,absolutely amazing experience well organize sanctuary able see orangutans natural habitat able see morning feeding time also afternoon morning busy tourists afternoon able closer look orangutans also saw wondering around trails rangers allow touch apes come closet us able get pics water food allowed center lockers leave bags miss short movie playing every hour,2016,5
5.0,2016-05-11,Couples,1,amazing watching orangutans feeding time guides knowledgable nice walks along boardwalks visit nursery must,2016,5
5.0,2016-05-11,Not Specify,1,please remember organutan almost  humans see creatures environment special thriving centres hard work dedicate centre shows amazing rainforest lots wild animals youre lucky enough spot caught site female organutan tiny baby holding apparently week old visit get busy however free move feed platforms walking trail nursery area speed centre really tries educate everyone visits delicated handle think perfect balance information everyone digest understanding take bag forest also crucial hope everything respects facilities store bags provided book trip tour guide usually lock bags car travelled either way everything safe fee rm take camera phones free well worth paying fee camera really zoom close get incredible pictures costs go towards running centre educating people,2016,5
5.0,2016-05-10,Couples,1,loved place well worth visit work fantastic one best things done borneo,2016,5
5.0,2016-05-10,Business,1,best time go feeding time afternoon feeding time less tourists make point going nursery antics youngsters wonderful watch,2016,5
4.0,2016-05-10,Couples,1,place see wonderful animals saw lots especially feeding platforms also ones away wild also went nursery view youngsters behind glass even saw snake next board walk definately jungle,2016,5
5.0,2016-05-10,Friends,1,wonderful experience staff great job lots information walkways easy manage bonus orangutan loping along us different areas excellent watching beautiful animals one area behind glass orphans feeding station promptly ten keeper arrived basket goodies within minute first oranutan arrived soon mother baby thrill even watching cheeky monkey stealing food oranutans werent looking visited sun bear sanctuary equally good,2016,5
5.0,2016-05-10,Family,1,superb job people kudos team creating lovely visitor experience without negatively impacting adorable orangutans visit begins interesting slide show explaining history sanctuary course luck youll see go observe feeding super lucky saw number orangutans fact compelled pleadings  year old adopt one year went see orangutans wild kinabatangan danum valley didnt lessen experience learnt plight future unique creatures,2016,5
4.0,2016-05-09,Couples,1,one best place see remember operation hour park open morning close noon resume pm cant bring bags insect repellent however theres free storage compartment put things,2016,5
5.0,2016-05-08,Couples,1,great see  orangs together feeding platform actually went twice looks like always orangs feeding time guarantee glad visited platform twice day ticket let us leave come back,2016,5
4.0,2016-05-07,Friends,1,enjoyed seeing orangutans nice walks forest im sure lot animals still impression good business get spotting animals walking jungle tour,2016,5
4.0,2016-05-06,Family,1,worth visit better way see orang utan natural surrounding course like seeing real wilderness,2016,5
4.0,2016-05-04,Family,1,many orangutans sight probably good supposed wait feeding sanctuary aim send animals back forest nursery good fun kidshowever administrators friendly hand carried bags kept lockers told advance lady looking lockers polite lucky place far apart make us walk round,2016,5
