reviewer_rating,review_date,reviewer_category,text_review
4.0 of 5 bubbles,Written 28 April 2016,Couples,"Sandakan is world famous for its Orangutan conservation facility at Sepilok. Unsurprisingly the number of visitors here not only from our ship, but also her sister, Silver Whisper, and many other tour groups were very large.There was a long trek along a substantial wooden boardwalk, to a covered viewing platform. From here we were able to view the provision of food that the orangutans were at liberty to collect. During our visit there were just two of the great apes who came to eat, and then performed acrobatic moves up and down the ropes and jumping from tree to tree.We departed through the shop and the Orangutans adoption opportunity. The latter quite expensive, however the fridge magnets and ephemera were realistically priced.Although enjoyable, we felt the visit was rushed, and we would like to have stayed longer, hence our disappointment, with no time to see the orphaned animals. Passengers only doing this trip, did spend longer here, but we had to drive some distance to reach the proboscis monkeys' reserve."
5.0 of 5 bubbles,Written 28 April 2016,,"Simply something you cannot and should not miss. We were staying in Kota Kinabolu and decided it was cheaper and quicker to get a flight over to Sandikan than take a 5 hour coach trip each way. The airfare was £50 for two of us, departed 7am so early start and a taxi the other end took 15 minutes (cost  myr40). We arrives before opening time and spent the whole day at the centre , with plenty of time to spend in the nursery and also visiting the Sun Bear centre which attaches to this one ( additional cost) but well worth it as we saw more urangutan within arms reach here. I now have 700 photos to sift through .... Hope you enjoy as much as we did. "
5.0 of 5 bubbles,Written 27 April 2016,Couples,As we were staying in Kota Kinabalu this visit entailed air travel both ways - about 40 minutes. We chose a morning Orang Utang feed and rehab house visit with an afternoon tour of Sandakan. The afternoon feed was apparently much more active! Lunch was included but at an Halal restaurant which was uninspiring. Later we had 'tea' at a delightful house above the town. We also visited the Australian memorial of the famous 'Death March' which was emotional but part of history.
5.0 of 5 bubbles,Written 27 April 2016,Business,"For nature lovers, conservationists and fascinated tourists alike, this is an amazing place to visit. You can get up close to one of the most interesting and environmentally fragile creatures in the world, all the while supporting the conservation of this precious species"
5.0 of 5 bubbles,Written 27 April 2016,Couples,This place is a delight to visit. The Orangutans ar so much fun to watch. A must see if in the area.
5.0 of 5 bubbles,Written 27 April 2016,Couples,"We got there just before feeding time and ""Ringo"" was there waiting. He was soon joined by two others and then the Macaque monkeys came in. We then went up to the outside nursery to see the younger ones eating and playing.  Coming down the walkway to the cafe, we saw a young Orangutan going around the side of the building and followed him. He cambered up the cafe door wanting to get in. He went from window to window with the cafe workers trying to tell him ""no"". Eventually a ranger took his hand and led him away. We went back in the afternoon at 2.30pm and found the rangers walking four big ones along the rails of the walkway. A wonderful bonus to the end of a great visit. "
4.0 of 5 bubbles,Written 26 April 2016,Family,We were very lucky and were able to see several Orangutans relatively close. In the wild you won't get anywhere this close unless extremely lucky so we appreciated the opportunity to watch and fill the camera up. 
4.0 of 5 bubbles,Written 26 April 2016,Couples,We wondered whether two visits was too much.  Wrong.  It was just right.Day one and the orangutans in the outdoor. Nursery area were thin in number but managed to see enough of the babies to make it interesting.  That might have sufficed. Next day it was quite different.  Plenty of orangutans turned up for the feeding and it was an amazing experience.  Had the long lens going and it was just beautiful to see them feeding and interacting.  Highly recommended.
5.0 of 5 bubbles,Written 26 April 2016,Couples,We spend the entire day there and we loved it. We saw so many Orangutans there. Some are really close and some fare away but it's an amazing experience to do. Definitely I recommend this place
5.0 of 5 bubbles,Written 25 April 2016,,What an amazing place. They programme for rehabilitation is awe inspiring. Seeing them from tiny through to fully grown is fantastic. Each with their own personality - beware of the cheeky and not so shy ones! 
5.0 of 5 bubbles,Written 25 April 2016,Friends,"We had an amazing experince here. We caught the 14 Sepliok bus which left at 9am from Sandakan, and took about 30 minutes.You firstly need to lock away all your bags and drinks etc, and are recommended to only take your camera's in. You need to pay an extra 10myr on top of your admission (30myr - foreign adult), but the lockers are free. Its not guarenteed how many Orang Utans will come as they are wild but we got to see two at the feeding area which lasted about 30mins, and another three along the trail which leads to a bird area...which was rather disappointing as there were no birds around, but the scenary along the trail was nice. The trail is up to 5km long if you have the energy, but we only did 1.5km. FYI - They have bottles of water at the checkpoint before entering the trail - take one if you want to go the distance. Unfortunately we only found out when coming back as they are not on display for obvious reasons....monkeys will steel them!Make sure you get to the Nursery after the feed though as you'll then catch the young Orang Utans being feed too. Its great to see them playing in the nursery there, they are very cute and the staff look after them very well. This is definitely a must do if in the Sandakan / Sepilok area. "
5.0 of 5 bubbles,Written 24 April 2016,Couples,"After reading other peoples reviews I was slightly nervous about getting there and it being like a zoo. This is not the case, the work this rehab centre carries out is paramount to preserving the life of these wonderful creatures. The Orang's are wild and you have to be prepared that you may not get to see one, this should be a plus point not a negative. This was our first stop on our Borneo adventure and after we visited here we went and stayed deep in the rainforest, where we saw in excess of 8 wild Orang's.The work that the rehab carries out must be so rewarding, the stress that the poor babies have been through is heart breaking. It is amazing to see such dedication from the staff and their knowledge of the jungle men is fantastic. It is set up for tourists and it does get crowded but you need to look past all that and see the wonderful work that is being carried out."
5.0 of 5 bubbles,Written 23 April 2016,,The Sepilok Orangutan Sanctuary is a great place to see rescued orangutans as they are prepared for release in to the wild. The nursery area is a welcome edition which wasn't there for my previous visit. You can see the youngsters practicing their climbing skills and being cared for by the staff. The viewing area is large and has multiple levels so everyone can get a good view. The centre workers normally hide behind the large tree trunk whilst feeding the juveniles so they don't appear in visitor photos.  The introductory video could probably do with an update as it is now 10 years old.  From here it is also very easy to visit the nearby sun bear rescue centre too. 
5.0 of 5 bubbles,Written 23 April 2016,Couples,Highly recommended. We did a one day trip from Sandakan there (you can go by mini bus nr 14 for 6 MYR). Went for morning feeding (7 monkeys appeared) and then went for a walk on track (and met one monkey) and then on the second feeding (mother with a baby appeared and it was so cute). Highly recommended.
5.0 of 5 bubbles,Written 23 April 2016,Couples,"Sepilok Sanctuary is a great place to visit. You can get there easily from Sandakan with mini bus nr 14 (for 6 MYR). The entrance fee is 30 MYR. First feeding is a little bit crowded, but there are also more oranghutans than in the afternoon. During the day you can go for a walk on track (we did and met and oranghutan that grabbed my hand). On the second feeding we saw w mother with a baby which was so cute. We also went to outdoor nursery where small monkeys are kept - it was also very cute. Definitely recommended."
5.0 of 5 bubbles,Written 22 April 2016,Couples,"Brilliant 5*Attraction. Do not miss this if you are in Sabah. Easy to arrange a visit from the Rasa Ria Shangri La where they have recently closed the Orang-Utan orphanage at the hotel.. Will turn your holiday into a dream come trueIf possible, opt for BOTH morning and afternoon feeding session"
4.0 of 5 bubbles,Written 22 April 2016,Family,"This was the reason why we went to Sepilok, to see the Orang Untan in their natural habitat. First you can watch a movie about the work they are doing and than you can go to the feeding platform. When you are lucky, you will be able to see the Orang Utans. We saw plenty of them. Do not expect them to come close to you. My children expected that and were a little dissapointed at first but we were able to explain that that is not natural. We also went to see the little monkeys at the nursery. You can only observe them behind glass, a bit like in a zoo. Next to that we also took the walk in the area which as nice. When you are lucky you can see some special birds. At the entrance is also a little restaurant with reasonable food against very reasonable prices. You can visit the feeding platform 2 a day. Inbetween, we had a break in the restaurant."
4.0 of 5 bubbles,Written 21 April 2016,Couples,Centre is beautifully set and well organised. Seeing the orangutans play in the playground is a great experience. We were there for the afternoon feeding and no orangutan showed up (this is a good things as it means they are providing food for themselves) so we missed that part. If you really want to see the feeding I suggest you allow for the chances to have to come back a second time ( they feed twice a day morning and afternoon). We were very happy just with seeing them play
5.0 of 5 bubbles,Written 20 April 2016,Solo,Excellent experience to see these wild and semi-wild primates up close. They are doing a fantastic job rehabilitating them and putting them back where they belong.When I was there it poured down rain but there was some cover to hide under until the rain stopped. It didn't bother the orangs though and we saw about 10 different individuals. The main crowd shuffled off quite early and I hung around for a bit. I am glad I did as a couple of young ones came over to the guest area and got within 2 metres of my camera. Grey macaques and a couple of Giant Squirrels (Provost's Squirrels?) also headed to the eating platform after the Orangs had had their feed. This all happened between the hours of 10 and 11:30 in the morning. The Sun Bear sanctuary is just across the road.
5.0 of 5 bubbles,Written 20 April 2016,Family,"This was the highlight of our trip to Sandakan. We traveled as a family with two little children (5 & 3) and spent the whole day here (was easy for us to do since we stayed at Sepilok Nature Resort closeby). We did not hire a guide nor is there any need to.- Got there in the morning at the first feeding time. Saw just a couple of Orangutans come by to relish the free food :)- At the first feeding platform, we also got to see a snake and a mouse deer.- We walked to the second feeding platform which is an enclosed AC pavilion where you can see the nursery animals. This is lot like being at a zoo but nonetheless you get to appreciate the work they are doing.- We then took to the many trails in the rainforest. We really enjoyed this walk among giant trees and vines- We returned, had lunch at the cafeteria and then returned back in time for the second feeding. A whole bunch of Orangutans showed up this time including a wild one and a mother with a baby (who did not like that wild Orangutan, BTW). There are two feeding times at this sanctuary and highly recommend travelers to visit the whole day so you can be present at both."
5.0 of 5 bubbles,Written 20 April 2016,Couples,"We love supporting wild life so hoped to see heaps of apes. But because of rehabilation we only saw one, that is a good thing. We saw plenty in their natural habitat. The babies in the nursery were so cute learning how to cope without their mums. The park also has a film to introduce you to the work of the carers and helpers. The Minister of Tourism from K.L. was there also visiting the sun bears. Altogether well worth the visit, part of our trip a deal tour. We also had  buffet lunch there round the lake later on our tour."
4.0 of 5 bubbles,Written 20 April 2016,,"I had previously been in Borneo, in Kuching, but had not managed to see the Orangutan and i decided to come here as we were told you would certainly see them. It is nice to see how Malaysian people take good care of these lovely animals, which are so similar to humans. The centre itself is really a good example of preservation and help for animals. I was scared this would look like a zoo but it is not and i did like to see how naturally the animals go around. They are totally free and seem to be enjoying their stay. If you have kids it is really a must to stop here. You are sure you see the orangutan and from pretty close! "
4.0 of 5 bubbles,Written 19 April 2016,Friends,"This place raises and prepares the Orang utangs for their return to Nature. It looks pretty nice and the apes seem happy. Some nice area for the young ones to denvelops their climbing and slinging skills.Too Bad we only got to see the Orang utangs when it was feeding Time and not 'in the wild'.Also, i think it's ridiculous you have to pay extra to Bring a camera with you.. You're already paying the entrance fee!"
5.0 of 5 bubbles,Written 19 April 2016,Couples,"Book to stay in Sepilok for the afternoon feed, as it is less crowded and the orangutan will come down to play with you. There was only 1 orangutan showed up for our 10am feed with huge crowd from all the tour groups. We visited 2 consecutive days for 3pm feed and both times, we were within touching distant of them, as they are more likely to come down and play with you. "
5.0 of 5 bubbles,Written 19 April 2016,Couples,"This is an excellent place not only to see and learn about orangutan but learn about the forest and the animals that live in it. You can watch semi wild and wild orangutans feeding twice a day. There is a viewing gallery to watch the young orangutans play.also walk on the trails, where you can spot wild orangutans,lizards,snakes ,spiders, birds etc. Mind your camera and binoculars. The staff team are friendly and informative. There is a shop with souvenirs etc.The cafe had a good selection of good food."
5.0 of 5 bubbles,Written 19 April 2016,Couples,"Very well worth the visit, make sure to plan for morning and afternoon feeding sessions. We also attended the night walk and really enjoyed the atmosphere, the animals and the friendliness of the staff! Great place for solo travelers and families alike"
4.0 of 5 bubbles,Written 19 April 2016,Friends,The place is located 30 min drive by public mini van. Take the bus to sepilok. 6rm per person.Its nicely located in the forrest. Do keep in mind they have a break of 2-3 hour around lunch time. Check website for opening times. Becaus we had to wait 2 hours. This complex iT self is really nice. With a nursery for young one's. And a feeding platform for the old orang utan's.The wooden trail takes you nicely true the forrest. You might bump into a orang utan
4.0 of 5 bubbles,Written 19 April 2016,Solo,"The price difference between locals and foreigners is significant. When bringing a 'camera' into the park you must pay a total of 40 MR for your entree ticket.I highly advise going to the sanctuary whenever the feeding times take place which, I believe is at 10:00 andat 15:00. The reason for this is that this will be the time in which you will see the orangutans, with a fair chance of not seeing any when going outside of these times, as it is an open sanctuary, rather than a zoo.The outdoor sanctuary where the younger orangutans come to eat is extremely entertaining and enjoyable for guests of all ages."
5.0 of 5 bubbles,Written 18 April 2016,,"They are doing a great job in getting these wonderful animals back into the wild.  The visitor experience is wonderful.  They are wild animals and you need to be careful, but you get close enough and have a wonderful experience.  The nursery (where the animals have human contact) is a delight. "
4.0 of 5 bubbles,Written 18 April 2016,Couples,Have been waiting to vist this place for a few years.I got very close to one 1 orang as we were walking along the boardwalkHappy happy happy
5.0 of 5 bubbles,Written 17 April 2016,Couples,Loved watching the morning feeding and the antics of these wonderful creatures. The young orang utans are truly funny in their play. 
5.0 of 5 bubbles,Written 17 April 2016,,"Fantastic to see those wonderful animals. Good that they are taken care of. Be there good time to feeding-time to see more monkey's. We walked the ""trail"" but I think you will se a lot of different birds if you do the walk early in the morning. "
4.0 of 5 bubbles,Written 16 April 2016,Family,"Abbas was our guide from R I adventuresHe looked after us for two days starting in the orangutan sanctuary, if you make it to the feeding times it is sure you will see orangutans . Also visiting the baby orangutans area.   Highly recommended!"
5.0 of 5 bubbles,Written 16 April 2016,Couples,"The sanctuary is really great - very welcoming, informative and fun. The orangutans seem very well looked after and happy. Start with the morning feeding and platform 1 and outdoor nursery at 10am. Then watch the informative 20 minute talk and video in the visitor centre opposite reception. The you can go on short walks (2-6km) through the reserve before heading back to the platform and outdoor nursery for the afternoon feeding platform at 3pm.The staff are all very friendly and more than happy to answer questions about the centre.You can get cheap food (or average quality) in the cafeteria."
5.0 of 5 bubbles,Written 15 April 2016,,Took a day trip from Kota Kinabolu to Sandakan to see the orangutans. Was a very early start in order to get the flight but it was worth it. The sanctuary allows the orangutans to roam freely which is entertaining at feeding time for visitors. Would recommend getting the afternoon flight back.
5.0 of 5 bubbles,Written 15 April 2016,Couples,"There were some strong messages we left this centre with. They have a clear passion not only for the Orangutans they care for but also in their role in educating tourists in the messages of conservation. The park was very professionally run. We went in with a guide, however the centre also position rangers around the walkways for safety and didn't allow you to take in items that the orangs would like to pinch. Especially as some of these may cause them harm.Please don't go expecting to see these wonderful creatures just feel blessed if they do choose to visit the feeding platforms while you're there. The Macaques will be ready and waiting for any food that's going begging. X2 feeding platforms now. The outdoor nursery, open at 9am is viewed by an air conditioned room through 1 way glass. The adult forest feeding platform remains open at 10am.PS 10 ringgit charge for taking your camera in, but this does go straight back to fund the centre's work."
4.0 of 5 bubbles,Written 14 April 2016,Family,The Sepilok Orang-utan Rehabilitation Centre is a Malaysian government-backed initiative to safeguard the well-being of orphaned orang-utans.  The public area is largely a walkway around the forest including a viewing area of a feeding platform and another viewing area for younger orang-utan's climbing training.  Additionally there is a trail which leads off somewhere into the thicker forest.  The walkway is flat so is accessible if potentially bumpy.Saving the orang-utan is a worthy endeavour and a great thing to support.  Entry fee for a couple of adults and a couple of children aged 2+ is 100 MYR which isn't the cheapest.  The entry ticket entitles the visitor to walk around the walkway all day except for lunchtime when it is closed for a couple of hours.Outside food and drink is banned so a free locker is provided for backpacks.  That can be a bit frustrating as waiting at a feeding station in the humidity with no water is a challenge.Many visitors seem to come in the morning but those who do can miss out.  It was the afternoon that had much more orang-utan action.  The feeding station was empty in the morning of a visit but returning in the afternoon saw orang-utans and monkeys.  The afternoon session also included an orang-utan strolling along the guardrail of the walkway right next to passers-by as well as some orang-utans and monkeys in the trees nearby.The guarantee of seeing orang-utans is the climbing training.  A handful of smaller orang-utans are there to practice clambering around.  They have their own feeding platforms and plenty of places to play.  It is just as much fun watching the keepers try to chase the orang-utans off the ground and back onto the equipment.The centre is not huge so can be walked at a good pace fairly quickly.  This could be a disappointment but for smaller people it is still a good walk in the forest.As well as the main centre there is a second building which approximates a museum.  One section contains a large screen for viewing a documentary about the rehabilitation centre.  The documentary is nice but not that enthralling especially for those who have seen several such documentaries and reality shows.  The museum area contains a record of the work of the centre but it seems to have been put up in the late 1990s and so is somewhat out of date.For those who want to support orang-utans this sanctuary is a great place.  The risk for a visitor is only seeing them in their training centre which is a bit like a zoo experience.  Best to go for both morning and afternoon to maximise the chances.
5.0 of 5 bubbles,Written 13 April 2016,Family,"We stayed locally at the Sepilok Jungle Resort for 3 nights in total and went to the Sanctuary 3 times in the afternoon where we had a fantastic experience each time.There are two feeding times a day, once in the morning at 10am and the other in the afternoon at 3pm. Apparently the morning ones are quite busy however we found the afternoon ones quite relaxed without too many people. There is a video and exhibition area as well. You can't take bags into the sanctuary however there are lockers where you can leave them when you go in.Each time we went we saw Orangutans - in the nursery areas we saw a lot of the younger ones and also a mother and her baby which was so cute and quite amazing. She came in from the wider forest and then settled into the feeding area. The nursery is behind glass but very well organised and it's easy to see the animals. We felt it was much more relaxed than a zoo and you could get to know the personalities of the animals and see that they were definitely coming in from the forest further away. We also saw orangutans from the walk way. One rushed off and started to build himself a nest to hide from us which was quite funny. He was literally arms lengths away. The other was sitting watching people pass as the sanctuary closed for evening. Unfortunately some of the tourists were complaining they couldn't touch him (again, he was really near to us) and didn't seem to understand about transmitting diseases. I think this could be better explained to people so that they don't upset the animals.We found that walking around was much more likely to see the Orangutans than at the feeding platform although we did see them there too along with Macaques.If you can spend longer in Sepilok than a quick see and go then I would recommend it. We felt like we got to know the area and the work being done better as well as the animals. Absolutely incredible to see them so free and easy - one even walked into the rangers area and we got close up to see him there too. Well worth a visit and well kept too."
5.0 of 5 bubbles,Written 13 April 2016,Family,"We had a lovely time, with a great guide (from Asia Experience), saw quite a few orangutans swinging about and one (that was previously a pet) a bit too close and personal really (very cheeky girl).  Saw the youngsters in the nursery which was nice (but yes a bit like a zoo) so we were pleased we saw them swinging around too.Spoke to an english lady who was there volunteering for almost a year so got quite a bit of info from her about them.  Its lovely to hear that a wild orangutan has come into the sanctuary as well.Great time, would go back."
2.0 of 5 bubbles,Written 12 April 2016,Family,"The workers at Sepilok do an amazing and, I'm certain, a most rewarding job rehabilitating these wondrous creatures, but I am not sure whether it is worth travelling thousands of miles across the world to visit.After a most interesting introductory talk from one of the workers about the place and the work they do, we were advised not to take anything in with us that might attract attention from the orangutangs - bags, food, sun glasses, hats etc. and certainly not to try to touch any of them and so we set off along a board walk through the forest expecting to catch a glimpse of one. No chance, so we were all positioned near a feeding area and waited and waited until one disinterested orangutang finally appeared with its keeper and messed around with some of the food for a few minutes. The highlight of this stop was the sight of a black squirrel running around. We were then ushered along the boardwalk into an air conditioned glass fronted auditorium and waited patiently until 3 small oranutangs appeared, played around for a couple of minutes and were then moved off by their minders. More keepers than orangutangs!! We waited again hoping to catch sight of more orangutangs, but were then asked to leave the building as they wanted to close it up. That was it, with regards to this visit. Expectations raised by all the pre-visit warnings and rewarded by just a few brief glimpses of orangutangs. I fully understand that these are wild animals and don't appear at the sound of a whistle, but with all the build up and warnings about the probability of encountering one whilst walking around the site, did raise expectations, but didn't really deliver much.Summing up, they do a fantastic job at this centre, but I can't say it is really worth a visit with the expectation of seeing these animals, you might not even see one."
5.0 of 5 bubbles,Written 11 April 2016,Couples,Well worth a trip to a very well organised rehabilitation centre. You can see them feeding during the day and a babies play area has a seated viewing area. They also have some bears with viewing walk ways
4.0 of 5 bubbles,Written 11 April 2016,Couples,unfortunately we got to see only 3 Orangutans. That was kind of a bust and we're glad that we had seen many the year before at Camp Leakey. The park grounds are in great condition and so are the trails. In the distance we heard pygmy elephants but didn't get to see them (bummer). If you go be prepared that you'll be lucky if you see an Orangutan (some are better than none).
5.0 of 5 bubbles,Written 11 April 2016,Couples,"We came here on an organised trip which is the only complaint really, in that if we had come separately we would have been able to spend more time here.  An informative video is shown first and then you go to the feeding platform to watch orangutans come to eat. There's no guarantee they will come as they roam freely in the park (which is huge).  There is an indoor viewing area where you can watch the young orangutans playing outside and there are wooden walkways through the forest.  The orangutans are in the trees around you as you walk and can come close if they wish although it's advised by the Rangers that you don't let them get too close in case they steal your hats or glasses. Highly recommended and very low entrance fee "
3.0 of 5 bubbles,Written 11 April 2016,Friends,"We came here as a part of a package. It's a nice walk through the jungle though we didn't see any orang utans except through glass like in another zoo and at the feeding place. But there was so many tourists who acted like tourists when they are worst. Noisy with clicking cameras, chasing the animals to get a photo. Let me have the real thing in the jungle, thanks. "
5.0 of 5 bubbles,Written 10 April 2016,Couples,"This is where we saw the most orang utans and they're gorgeous.  We were very impressed with the way this park is operated, for the benefit of the animals.  We went for the morning and afternoon feeding times which I'd recommend.  In between, you can observe young orang utans I the outdoor nursery and when the centre is closed (between feeding times), we visited the nearby sun bear centre and rainforest discovery centre.  Lunch at Sepilok's cafe was good but service was slow.  "
5.0 of 5 bubbles,Written 10 April 2016,Couples,"For years Ive wanted to meet orang-utans in their natural environment and Sepilok is an amazing place to realise that dream. Please note that it opens from 9-12:30 and then again from 2:30-4.00. If you buy an entrance ticket in the morning you can use it again in the afternoon.There's an additional charge for use of cameras at 10 ringgit but it all goes towards the upkeep of the centre.You cannot take in bags, drinks or food - lockers are provided. There are feeding stations where you can get excellent views of the orang-utans and as they roam freely it's not unusual to see them walking along the walk way or climbing above you.You are best advised not to approach them as they can get quite aggressive and on our visit we did witness one tourist that found himself with one on his back, trying to peel down his shorts!If like me you're into photography, make the most of your time there and visit as many times as you can. We went three times and I got totally different photographs each time!Well worth a visit!"
3.0 of 5 bubbles,Written 8 April 2016,Family,"This is a great sanctuary. We saw plenty of Orangutans through the glass in the nursery area (it did feel just like a zoo though) but none when outside at the main platform unfortunately for us. However, our guide did advise that the rangers are happy when this happens as it means the Orangutans are coping well and not relying on the on them too much. We were lucky to see 3 pairs of Orangutans in the wild later near Gomantong Caves. So do be aware that viewing at feeding time is not guaranteed."
4.0 of 5 bubbles,Written 8 April 2016,Couples,This was a great introduction to seeing the orangutans. Viewing was straightforward. The nursery section was indoors looking out onto a climbing area which whilst great for viewing the orangutans was tricky for photography due to the reflections on the glass and light coming in through a slatted area.
2.0 of 5 bubbles,Written 8 April 2016,Friends,"The lay out is perfectly manicured and very well maintained... So first impression is that this place gets a good amount of money coming in! Which is excellent. But THEN you get shown a dvd that is 10 years old and therefore has incorrect and out of date information... However, the rehab center prides themselves on being a great education resource for tourists.... Furthermore, there was NO INFORMATION on the rate of orangatangs that actually survive once released into the wild Borneo jungle... I asked 6 different staff, NOT one could give me any information on these statistics. Not could they provide me with a website to look for this information.. for a place that openly displays how many tourist awards it has received, I was very disappointed to not receive up to date information on the progression of their rehab program..... Also, if you get frustrated with selfish ignorant people who want nothing more than a 'picture of a monkey', don't go here... "
4.0 of 5 bubbles,Written 8 April 2016,Friends,we went there during our east Borneo trip and and it was really nice. Inform your self when there is feeding time for the monkeys or you won´t see any ape. And be there early because the viewing platforms are small and many tourists come here to take pictures. During feeding time you will some monkeys even small babies. When you are done with seeing this take a stroll through the jungle path they made. Also very nice.
3.0 of 5 bubbles,Written 7 April 2016,Friends,"I was quite surprise the Rehabilitation Center was a bit disappointing. It was not like before. Now, it turns out to be more 'specifically' for Orang Utan, and you won't see any other animal like last time (except for Sun Bear, which also in different area, separate entrance fee). Last time i felt the Center is huge, more variety of flora and fauna, the forest area also gets smaller compare to last time which they had more hiking area to be explored, but now it does changed a lot. Entry also very specific time i guess if you not touring by tourist agent, there have only 9/8am and 2/3pm opening hours for feeding time the Orang Utan which that is the only opening time for the Centre. The rest of the time is closed. Inside, they have a glass wall viewing for orang utan feeding and air-conditioning hall, comfortable i must say but i prefer the old style which is open area and more closer to orang utan and to the nature. Not my preference."
5.0 of 5 bubbles,Written 6 April 2016,Family,Well organised sanctuary and a vital job on rehabilitating these fantastic creatures. My only complaint is that is says SILENCE when entering the feeding area - these creatures are being rehabilitated to return to the wild but a lot of tourists do not understand how to be silent or even quiet. They treated it as a zoo. I would like to see the centre personnel be a little more pro-active in ensuring they tourists respect the place a bit more and keep quieter and their children being  a bit more respectful.
4.0 of 5 bubbles,Written 6 April 2016,Couples,By chance this was our second visit to this well managed place for a sure observation of magnificent creatures. This time we saw the sun bears. 
5.0 of 5 bubbles,Written 6 April 2016,Couples,"My first interaction rather chance to see orang utan was here and i was really happy to see them during feeding time. Though I was waiting to see them on my forest trails but they didnt come out. Really well maintained place, Staff was friendly, had chance to see not just orang utan but long tail macaque and snake too!If going to Sandakan, keep half day for Sepilok Rehabilitation Centre!"
1.0 of 5 bubbles,Written 6 April 2016,,"I appreciate to what they do but surely and very obviously it is a tourist trap. I say that because for some reason local people have to pay 5 ringits but tourists 30+10 for the camera.  it is already expensive as it is to come here but this is just outrageous. Don't think that this review will change a thing but I just wanted to share my experience. The 1 star that I give is plainly because there are orangutans and they are good to be seen and they are happy and healthy.Pplease who ever owns this place ,please,re-think your prices and entrance fees and ask yourself why you are charging 10ringits to bring in camera -any camera."
4.0 of 5 bubbles,Written 5 April 2016,Couples,Good overall visit lots to see and guides from the sanctuary are a great source of knowledge. Close to town centre so not far to travel. Well worth a visiit as it is very close to other places of interest.
5.0 of 5 bubbles,Written 5 April 2016,,This isn't a Zoo. The Orangutan are really transitioning from rescue to wild. It is beautiful. Guides are extremely knowledgeable and friendly
4.0 of 5 bubbles,Written 3 April 2016,Couples,"This was wonderful for us as you are virtually guaranteed to see these amazing creatures on you visit around the two feeding times . Ours was at 10.30 in the morning but there is another feeding session in the afternoon! We only saw about 5 orangutangs at the first feeding platform as some are now self-sufficient and do not have to rely on keepers for their food. We saw a few more in the nursery area which was great! This place is suitable for anyone who loves animals and you do not have to walk far at all so also OK if you are not a great trekker! We also saw the sun bears at the same site but again, not far to walk at all! So pleased we visited as we then went to the 'real' jungle at Billet, and, although fantastic, we did not get to see any orangutangs in the wild so well worth a visit here!"
5.0 of 5 bubbles,Written 2 April 2016,Family,"To say that it is a wonderful place is to say nothing. We took a bus from Sipadan (i think every number higher than 14 goes to the turn- off to the center), paid 5 ringgits. From the turn-off there are cars, some sort of taxis that bring you to the center for another 5 ringgits for 2 people. Entrance fee is 30 ringgits. The feeding time starts at 10 am and it is not a show...as one might expect. Sometimes orangutans dont show up at all and it is a good sign! It means that they find enough food by themselves!! Important to know that the nursery ( the place you can observe young ones) is open only till 11 am. Probably it reopens later, however there were no sign about that. At 11 o'clock there is a short movie to watch about the center and it is a good one! ( showroom is where you leave you bag).You can also do some trekking, 4 km or smth. We didnt since we had to catch a bus to Semporna. The center is well maintained and it feels good that you contribute to a good cause.. :)Would recommend to everyone."
5.0 of 5 bubbles,Written 2 April 2016,Solo,"This place is fantastic but during feeding times crowded. For that reason I strongly recommend to anyone if you can to arrive in advance. For morning (10AM) feeding time I arrived at 9:15 and there were just few people watching playing and swing on the rope. Then I went to nearby nursery. Unfortunately the young Orangutanswere shy and did not come to play in front of the glass. Still, I enjoyed the cute ones playing there. But when I got back on the platform it was totally crowded. But apparently the UrangUtansdid not mind. I would like to remind you that this is not ZOO and the OrangUtansare semi-wild animals here so it is just matter of luck if you see them or how many. Even when the platform is closed after the feeding time there is a trial on which you can hike to a bird platform and to a waterfall (45 minutes walk one way). The cent rum is well maintained. You are not allowed taking any food or backpack inside but free lockers are available near the entrance. If you have no car or you do not pay a tour the transport is a bit tricky as the first bus (No.14) leaves Sandakanat 9:00 but journey takes 45 min. or you can take any (mini) bus passing junction mile 14 and then walk 2,5 KM or take the taxi. If you want to go to Semporna, Mt. Kinabalu park or KK. The bust stop at the junction (roundabout) in front of the Chinese shop."
3.0 of 5 bubbles,Written 2 April 2016,Friends,Was really looking forward seeing the Orangutan centre. Got to see young orangutans behind a glass wall which was ok. Got some good pictures. Went to the show for feeding time & waited for over an hour just to see 2 orangutans come out to be fed. Lots of people in hot & humid weather there just to see not much was an understatement. Saw more monkeys & squirrels than orangutans.
5.0 of 5 bubbles,Written 1 April 2016,Couples,"This place is a well organised sanctuary! Well laid out areas and visible to a everyone! The feeding station was the main attraction , and we weren't disappointed ! After a few minuets along came the orangutans swing thought the trees.....wonderful sight!"
1.0 of 5 bubbles,Written 1 April 2016,Couples,Only 500 m can walk and 200m is close at 2pm.... we see only 3 little orangutan. Better go to Zoo. Taxi will only money money. Hotibble
4.0 of 5 bubbles,Written 31 March 2016,Family,A very special place that truly is an authentic rehabilitation centre that is sensitively managed and well maintained. It was the highlight of our visit to Borneo along with the rainforest discovery centre.
4.0 of 5 bubbles,Written 30 March 2016,Family,Orang utan is the main attraction of Sandakan..people all over the world come to Sandakan for Orang Utan...this place has well maintained facility...please check for the feeding time...cause during this time Orang Utan will come out...or you`ll miss them...there are also gallery and sourvenir shops here..must visit..
